0,23
0,27
0,70
0,71
0,81
0,83
1,40
1,60
1,67
1,77
1,83
2,17
2,90
3,51
4,20
4,54
4,91
5,36
5,45
5,84
5,86
6,19
6,32
7,28
7,39
7,61
7,95
8,32
8,56
8,93
9,50
9,64
10,58
10,65
10,82
11,35
11,38
11,50
11,54
11,84
11,85
11,87
12,41
12,49
12,54
13,21
13,24
14,17
14,35
14,46
14,51
14,67
14,89
15,46
16,30
16,42
16,55
16,74
16,82
17,38
17,93
17,96
18,74
18,78
18,86
20,59
20,81
20,93
21,46
21,62
21,87
21,93
22,36
22,42
22,49
23,56
23,82
24,41
24,79
24,81
24,94
25,81
26,30
26,96
27,47
27,96
28,46
28,50
28,51
28,54
28,77
29,37
29,40
29,52
29,92
29,94
30,77
31,35
31,36
31,90
31,96
32,72
32,89
33,90
34,40
34,73
34,75
35,47
35,49
35,67
35,81
36,83
36,90
37,51
37,78
38,45
38,71
38,93
40,93
41,48
41,52
41,67
41,89
43,54
43,68
43,79
43,88
44,52
44,84
44,98
45,58
45,59
45,63
45,65
45,76
45,87
46,59
46,61
46,62
47,50
47,51
47,96
48,56
48,84
48,89
48,97
49,56
49,75
49,79
51,73
51,81
52,59
52,85
52,90
53,72
54,67
54,95
55,60
55,70
56,66
56,93
57,92
59,93
60,62
60,75
61,92
62,69
62,75
63,97
64,68
65,66
65,67
65,68
65,90
66,95
67,82
68,81
68,86
68,99
70,84
71,90
72,76
72,78
72,90
74,91
75,78
76,84
77,98
79,89
80,87
80,91
84,96
89,91
90,93
91,97
92,93
93,95
