0,1
0,132
1,2
2,3
3,4
3,133
4,5
5,6
6,7
6,134
7,8
8,9
9,10
9,135
10,11
11,12
11,136
12,13
13,14
14,15
15,16
15,138
16,17
17,18
17,139
18,19
19,20
20,21
21,22
22,23
22,140
23,24
24,25
25,26
26,27
27,28
27,142
28,29
28,143
29,30
29,144
30,31
31,32
31,146
32,33
33,34
34,35
35,36
36,37
37,38
37,148
38,39
38,149
39,40
39,151
40,41
41,42
42,43
42,153
43,44
43,154
44,45
45,46
46,47
47,48
48,49
49,50
49,155
50,51
51,52
52,53
52,156
53,54
53,157
54,55
54,158
55,56
56,57
56,160
57,58
58,59
58,162
59,60
59,163
60,61
61,62
62,63
62,164
63,64
64,65
65,66
65,165
66,67
66,166
67,68
68,69
69,70
70,71
70,167
71,72
71,169
72,73
73,74
73,170
74,75
74,172
75,76
75,173
76,77
77,78
77,174
78,79
79,80
80,81
81,82
81,175
82,83
83,84
84,85
85,86
86,87
86,176
87,88
87,177
88,89
88,178
89,90
90,91
91,92
92,93
93,94
93,179
94,95
95,96
96,97
96,181
97,98
98,99
99,100
100,101
100,182
101,102
101,183
102,103
103,104
103,185
104,105
104,186
105,106
106,107
107,108
108,109
109,110
110,111
111,112
112,113
113,114
114,115
114,187
115,116
116,117
117,118
118,119
119,120
120,121
121,122
122,123
122,188
123,124
123,189
124,125
125,126
125,191
126,127
127,128
127,193
128,129
128,195
129,130
130,131
136,137
140,141
144,145
146,147
149,150
151,152
158,159
160,161
167,168
170,171
179,180
183,184
189,190
191,192
193,194
195,196
